	case	comparison	SNF: FDA & CGC
205208	MO_1124	case-profile	0.4577569217813553
204790	MO_1124	ACH-000115	0.9972865459178497
204801	MO_1124	ACH-000145	0.9973255697594973
204956	MO_1124	ACH-000504	0.9974662168094617
204772	MO_1124	ACH-000062	0.9974743819592916
204944	MO_1124	ACH-000476	0.9974929143439919
204776	MO_1124	ACH-000082	0.9974990535017632
204926	MO_1124	ACH-000437	0.9975333123396836
205194	MO_1124	ACH-001023	0.9975388379411212
204828	MO_1124	ACH-000217	0.9975518312513195
205129	MO_1124	ACH-000849	0.997569531618935
204777	MO_1124	ACH-000087	0.9975703084580744
204783	MO_1124	ACH-000102	0.9976074385528532
204796	MO_1124	ACH-000132	0.9976120154909239
205150	MO_1124	ACH-000883	0.9976354630745646
204817	MO_1124	ACH-000188	0.9976377571744203
205138	MO_1124	ACH-000863	0.9976527511176951
205141	MO_1124	ACH-000866	0.9976532628463795
204767	MO_1124	ACH-000040	0.9976543499653168
204924	MO_1124	ACH-000433	0.9976566545286657
204965	MO_1124	ACH-000522	0.9976638850651358
205201	MO_1124	ACH-001125	0.9976898256815498
204847	MO_1124	ACH-000258	0.9976996314283922
204833	MO_1124	ACH-000228	0.9977033877546655
204858	MO_1124	ACH-000291	0.997711184529439
204797	MO_1124	ACH-000138	0.9977220751557272
204876	MO_1124	ACH-000341	0.997734884868791
204760	MO_1124	ACH-000012	0.9977391157723131
205168	MO_1124	ACH-000926	0.9977537834257136
204804	MO_1124	ACH-000149	0.9977603993728636
204948	MO_1124	ACH-000483	0.9977609500568465
204941	MO_1124	ACH-000470	0.9977659315422691
204855	MO_1124	ACH-000282	0.9977746209112148
204878	MO_1124	ACH-000347	0.9977756836995335
204786	MO_1124	ACH-000108	0.9977786983578514
205205	MO_1124	ACH-001189	0.9977800123871738
204969	MO_1124	ACH-000528	0.9977802342045217
205202	MO_1124	ACH-001126	0.9977805904237693
205003	MO_1124	ACH-000596	0.9977812802633722
204901	MO_1124	ACH-000389	0.9977859160098799
204925	MO_1124	ACH-000434	0.9977867865910568
205050	MO_1124	ACH-000680	0.9977872779602428
204826	MO_1124	ACH-000211	0.9977876111114259
204861	MO_1124	ACH-000298	0.997788698584768
204883	MO_1124	ACH-000352	0.9977887020836037
205076	MO_1124	ACH-000738	0.9977890612041823
205005	MO_1124	ACH-000601	0.997789407372354
205096	MO_1124	ACH-000783	0.9977894794256918
205146	MO_1124	ACH-000878	0.9977903870452234
204761	MO_1124	ACH-000015	0.9977914625008817
205022	MO_1124	ACH-000631	0.9977917971319957
205132	MO_1124	ACH-000855	0.9977918017660846
205193	MO_1124	ACH-001021	0.9977946352871521
204759	MO_1124	ACH-000009	0.9977957085239499
204960	MO_1124	ACH-000514	0.9977966391580855
204814	MO_1124	ACH-000181	0.9977974622221649
204935	MO_1124	ACH-000451	0.9977980290616556
204815	MO_1124	ACH-000186	0.997799221882741
205086	MO_1124	ACH-000759	0.9977993088369068
204782	MO_1124	ACH-000100	0.9977993096436458
204894	MO_1124	ACH-000374	0.9978002293480149
204982	MO_1124	ACH-000559	0.9978016219465791
204811	MO_1124	ACH-000174	0.9978027069330212
205172	MO_1124	ACH-000940	0.9978035393924201
204912	MO_1124	ACH-000416	0.9978041180866335
205125	MO_1124	ACH-000843	0.9978041841920091
204809	MO_1124	ACH-000169	0.997804811625857
204967	MO_1124	ACH-000525	0.9978050854726986
204825	MO_1124	ACH-000210	0.9978052140033304
205158	MO_1124	ACH-000902	0.9978058514180358
204907	MO_1124	ACH-000399	0.9978072132695364
204846	MO_1124	ACH-000257	0.997808691718179
204845	MO_1124	ACH-000254	0.9978088954302378
204816	MO_1124	ACH-000187	0.9978107368445008
204972	MO_1124	ACH-000535	0.9978112648263603
205037	MO_1124	ACH-000663	0.9978113694058709
204788	MO_1124	ACH-000111	0.9978124251839641
205166	MO_1124	ACH-000919	0.9978132056824839
205061	MO_1124	ACH-000706	0.9978136559111217
204827	MO_1124	ACH-000212	0.9978144791455669
204839	MO_1124	ACH-000243	0.9978153777541114
204874	MO_1124	ACH-000332	0.9978172364211781
205177	MO_1124	ACH-000955	0.9978207870780313
204850	MO_1124	ACH-000265	0.9978209919963762
205200	MO_1124	ACH-001090	0.9978234263429308
205019	MO_1124	ACH-000625	0.9978247269495887
204991	MO_1124	ACH-000571	0.997825116733087
205178	MO_1124	ACH-000957	0.997825338853364
204794	MO_1124	ACH-000121	0.9978254027224928
204821	MO_1124	ACH-000196	0.9978255055271446
204803	MO_1124	ACH-000148	0.9978260926378594
205018	MO_1124	ACH-000624	0.9978261609790656
205074	MO_1124	ACH-000730	0.9978264526602286
204764	MO_1124	ACH-000023	0.9978265955464671
205113	MO_1124	ACH-000818	0.9978271359874337
204988	MO_1124	ACH-000566	0.9978274900254037
205206	MO_1124	ACH-001190	0.9978282133797711
204893	MO_1124	ACH-000366	0.9978285923637539
204778	MO_1124	ACH-000092	0.9978289367917462
205073	MO_1124	ACH-000729	0.9978299138026753
204889	MO_1124	ACH-000359	0.9978301112842096
205199	MO_1124	ACH-001089	0.9978301813765678
204985	MO_1124	ACH-000562	0.997831765064865
205070	MO_1124	ACH-000724	0.9978320156018614
205100	MO_1124	ACH-000789	0.9978330642052398
204902	MO_1124	ACH-000391	0.9978331114484998
204981	MO_1124	ACH-000558	0.9978349974714312
204943	MO_1124	ACH-000475	0.997835274514356
205144	MO_1124	ACH-000871	0.9978354300421746
205055	MO_1124	ACH-000693	0.997836702129398
204980	MO_1124	ACH-000555	0.9978367951319181
205020	MO_1124	ACH-000627	0.9978371208055973
205028	MO_1124	ACH-000643	0.9978381237570113
204986	MO_1124	ACH-000563	0.9978399965908197
204983	MO_1124	ACH-000560	0.9978402258904348
204892	MO_1124	ACH-000364	0.9978403817068634
205192	MO_1124	ACH-001016	0.997840490491417
205204	MO_1124	ACH-001151	0.9978405217904102
205085	MO_1124	ACH-000756	0.9978405365201807
204999	MO_1124	ACH-000586	0.9978409869785295
205002	MO_1124	ACH-000595	0.9978411084534504
205032	MO_1124	ACH-000651	0.9978412276847681
204890	MO_1124	ACH-000360	0.9978430897688794
205012	MO_1124	ACH-000615	0.9978436072604542
205016	MO_1124	ACH-000621	0.9978441979698972
205186	MO_1124	ACH-000979	0.9978444672530367
204940	MO_1124	ACH-000469	0.9978450412653442
204920	MO_1124	ACH-000428	0.9978452602051023
204987	MO_1124	ACH-000565	0.9978453457273335
204897	MO_1124	ACH-000379	0.9978463784062628
204973	MO_1124	ACH-000536	0.9978471287897627
204857	MO_1124	ACH-000290	0.9978472524655257
205092	MO_1124	ACH-000776	0.9978475730616917
204837	MO_1124	ACH-000238	0.9978478014074932
205040	MO_1124	ACH-000667	0.9978479882055007
204780	MO_1124	ACH-000098	0.9978480277895808
205081	MO_1124	ACH-000748	0.9978483319563415
205017	MO_1124	ACH-000622	0.9978487884450185
205159	MO_1124	ACH-000903	0.9978491274628094
205196	MO_1124	ACH-001039	0.9978496767101938
205059	MO_1124	ACH-000703	0.9978500028265684
205060	MO_1124	ACH-000704	0.9978505131979605
204992	MO_1124	ACH-000572	0.9978523117514497
205099	MO_1124	ACH-000788	0.9978523307776277
204923	MO_1124	ACH-000431	0.9978526827684606
205165	MO_1124	ACH-000917	0.9978552648712281
205154	MO_1124	ACH-000892	0.9978556961498628
204819	MO_1124	ACH-000191	0.9978557178658681
204906	MO_1124	ACH-000396	0.9978558127996321
205087	MO_1124	ACH-000766	0.9978571820508239
204840	MO_1124	ACH-000244	0.9978577267213865
205149	MO_1124	ACH-000882	0.9978579726492403
205010	MO_1124	ACH-000613	0.9978580444986334
204879	MO_1124	ACH-000348	0.9978582057939483
205058	MO_1124	ACH-000699	0.9978585060208104
204757	MO_1124	ACH-000007	0.9978591031184189
205068	MO_1124	ACH-000720	0.9978592465817305
205053	MO_1124	ACH-000689	0.9978595991901161
205026	MO_1124	ACH-000639	0.997859631153451
205097	MO_1124	ACH-000784	0.9978603898503027
204959	MO_1124	ACH-000510	0.997860692397247
204849	MO_1124	ACH-000264	0.9978622090701575
205120	MO_1124	ACH-000828	0.9978623809509067
205174	MO_1124	ACH-000947	0.9978636479803633
205084	MO_1124	ACH-000755	0.9978641145679356
205083	MO_1124	ACH-000752	0.9978655509324772
205157	MO_1124	ACH-000900	0.9978662956696823
204882	MO_1124	ACH-000351	0.997866437816428
204998	MO_1124	ACH-000585	0.9978667084276933
205180	MO_1124	ACH-000963	0.9978671482010051
205069	MO_1124	ACH-000722	0.9978671577161226
205106	MO_1124	ACH-000802	0.9978681242432124
